,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
301,301,Mahindra Ssangyong Rexton,9.75,72000,Diesel,Automatic,1st Owner,2013,2696,7
302,302,Hyundai i10 Magna,2.25,38000,Petrol,Manual,1st Owner,2011,1086,5
303,303,Maruti Swift Dzire,6.5,65000,Petrol,Manual,1st Owner,2019,1197,5
304,304,Audi Q7 45,18.75,43000,Diesel,Automatic,2nd Owner,2014,2967,7
305,305,Hyundai i10 Sportz,4.25,52000,Petrol,Manual,2nd Owner,2014,1086,5
306,306,Mahindra XUV500 W8,7.45,117000,Diesel,Manual,1st Owner,2012,2179,7
307,307,Hyundai Verna 1.6,8.25,84000,Petrol,Manual,1st Owner,2016,1591,5
308,308,Maruti Alto 800,2.04,45080,Petrol,Manual,3rd Owner,2015,796,5
309,309,Maruti Eeco 5,4.7,39341,Petrol,Manual,1st Owner,2019,1196,5
310,310,Mahindra Scorpio 2.6,3.3,133000,Diesel,Manual,1st Owner,2007,2609,8
311,311,Mahindra e2o T2,3.21,54112,Electric,Automatic,1st Owner,2014,0,5
312,312,Hyundai i20 Sportz,8.2,14824,Petrol,Manual,1st Owner,2020,1197,5
313,313,Honda City i,9.25,82500,Petrol,Manual,1st Owner,2017,1497,5
314,314,Kia Seltos HTK,13.49,17922,Petrol,Manual,1st Owner,2020,1497,5
315,315,BMW X7 xDrive,1.23,13000,Petrol,Automatic,1st Owner,2019,2998,7
316,316,Mitsubishi Pajero Sport,16.75,85000,Diesel,Automatic,1st Owner,2015,2477,6
317,317,Hyundai Grand i10,5.75,67000,Petrol,Automatic,1st Owner,2015,1197,5
318,318,Honda Jazz V,7.45,35000,Petrol,Automatic,1st Owner,2018,1199,5
319,319,Maruti Alto 800,3.45,53000,Petrol,Manual,1st Owner,2016,796,5
320,320,MG Hector Hybrid,20.75,598,Petrol,Manual,1st Owner,2022,1451,5
321,321,Maruti Ertiga ZDI,8.92,75727,Diesel,Manual,1st Owner,2019,1248,7
322,322,Kia Seltos GTX,18.9,7000,Petrol,Automatic,1st Owner,2020,1353,5
323,323,Maruti Vitara Brezza,8.58,62403,Diesel,Manual,1st Owner,2016,1248,5
324,324,Volkswagen Polo 1.5,4.53,44487,Diesel,Manual,2nd Owner,2014,1498,5
325,325,Mercedes-Benz C-Class Progressive,39.0,24000,Diesel,Automatic,2nd Owner,2020,1950,5
326,326,Toyota Innova Crysta,28.5,47000,Diesel,Automatic,1st Owner,2020,2393,7
327,327,Hyundai i10 Magna,1.9,31212,Petrol,Manual,1st Owner,2008,1086,5
328,328,Skoda Superb Laurin,33.65,17776,Petrol,Automatic,1st Owner,2020,1984,5
329,329,Hyundai Verna 1.6,6.58,31837,Diesel,Manual,2nd Owner,2015,1582,5
330,330,Audi A3 35,25.8,39000,Diesel,Automatic,1st Owner,2020,1968,5
331,331,Maruti Alto LXi,1.2,78000,Petrol,Manual,2nd Owner,2006,796,5
332,332,Ford Ecosport 1.5,11.85,31000,Petrol,Automatic,1st Owner,2020,1497,5
333,333,Maruti Swift VDI,3.88,115986,Diesel,Manual,2nd Owner,2013,1248,5
334,334,Toyota Etios G,3.92,73029,Petrol,Manual,2nd Owner,2014,1496,5
335,335,Hyundai Verna 1.6,6.35,25000,Petrol,Automatic,2nd Owner,2013,1591,5
336,336,Honda Amaze E,2.44,74809,Diesel,Manual,1st Owner,2013,1498,5
337,337,Hyundai i20 1.2,2.72,33560,Petrol,Manual,1st Owner,2011,1197,5
338,338,Hyundai i10 Sportz,2.86,40821,Petrol,Automatic,1st Owner,2011,1197,5
339,339,Mercedes-Benz C-Class C,15.75,58000,Diesel,Automatic,2nd Owner,2014,2143,5
340,340,Ford Figo Petrol,1.63,75991,Petrol,Manual,2nd Owner,2010,1196,5
341,341,Maruti Swift ZXI,1.78,136432,Petrol,Manual,2nd Owner,2008,1298,5
342,342,Maruti Alto LXi,5.5,70229,Petrol,Manual,4th Owner,2008,796,5
343,343,Toyota Innova Crysta,17.25,83000,Diesel,Automatic,2nd Owner,2016,2755,8
344,344,Hyundai Santro Xing,1.11,51915,Petrol,Manual,1st Owner,2008,1086,5
345,345,Volkswagen Polo GT,5.5,63100,Petrol,Automatic,2nd Owner,2014,1197,5
346,346,Mercedes-Benz GLE 250d,48.0,54000,Diesel,Automatic,2nd Owner,2017,2143,5
347,347,BMW X1 sDrive20d,45.5,9000,Diesel,Automatic,1st Owner,2021,1995,5
348,348,Hyundai Santro Xing,3.25,46833,Petrol,Manual,1st Owner,2012,1086,5
349,349,Hyundai Verna 1.6,5.25,78744,Diesel,Manual,2nd Owner,2012,1582,5
350,350,Maruti Swift VDI,4.9,79542,Diesel,Manual,2nd Owner,2014,1248,5
351,351,Honda City 1.5,4.6,96000,Petrol,Automatic,2nd Owner,2010,1497,5
352,352,Kia Sonet GTX,13.25,13000,Petrol,Manual,1st Owner,2021,998,5
353,353,Maruti Swift VDI,3.8,44521,Diesel,Manual,1st Owner,2010,1248,5
354,354,Hyundai Grand i10,5.47,29927,Petrol,Automatic,2nd Owner,2017,1197,5
355,355,Honda CR-V 2.0L,19.75,48019,Petrol,Automatic,1st Owner,2017,1997,5
356,356,Hyundai Grand i10,6.75,27311,Petrol,Manual,2nd Owner,2017,1197,5
357,357,Mahindra XUV500 W11,20.5,14000,Diesel,Manual,1st Owner,2021,2179,7
358,358,Hyundai i10 Magna,3.15,64640,Petrol,Manual,1st Owner,2009,1197,5
359,359,Honda City i,4.99,96505,Petrol,Manual,2nd Owner,2012,1497,5
360,360,Toyota Fortuner 2.8,32.0,90479,Diesel,Automatic,1st Owner,2018,2755,7
361,361,Hyundai Venue S,9.65,3500,Petrol,Manual,1st Owner,2022,1197,5
362,362,Tata Nexon 1.2,8.55,42374,Petrol,Manual,1st Owner,2018,1198,5
363,363,Maruti Baleno 1.3,7.1,45879,Diesel,Manual,1st Owner,2016,1248,5
364,364,Maruti Ciaz VDi,5.72,120000,Diesel,Manual,2nd Owner,2016,1248,5
365,365,Hyundai Grand i10,4.7,89680,Petrol,Manual,2nd Owner,2015,1197,5
366,366,BMW 3 Series,12.75,99000,Diesel,Automatic,3rd Owner,2012,1995,5
367,367,Maruti Zen VXI,1.1,90000,Petrol,Manual,3rd Owner,1998,993,5
368,368,BMW X5 xDrive,59.75,27000,Diesel,Automatic,1st Owner,2018,2993,5
369,369,Skoda Superb Elegance,14.65,79776,Diesel,Automatic,1st Owner,2015,1968,5
370,370,Toyota Land Cruiser,54.0,67000,Diesel,Automatic,1st Owner,2011,2982,7
371,371,Skoda Octavia 2.0,14.75,108000,Diesel,Manual,1st Owner,2017,1968,5
372,372,Volkswagen Vento 1.5,9.45,58000,Diesel,Manual,1st Owner,2019,1498,5
373,373,Skoda Octavia 1.8,22.75,32067,Petrol,Automatic,1st Owner,2018,1798,5
374,374,Toyota Innova Crysta,19.5,52187,Diesel,Manual,2nd Owner,2017,2393,7
375,375,BMW 5 Series,58.75,17100,Diesel,Automatic,1st Owner,2019,2993,5
376,376,MG Hector Plus,19.4,9562,Petrol,Automatic,1st Owner,2021,1451,6
377,377,MG Hector Sharp,18.1,36388,Diesel,Manual,1st Owner,2019,1956,5
378,378,Mercedes-Benz C-Class C,9.75,45000,Diesel,Automatic,2nd Owner,2011,2143,5
379,379,Jeep Compass 2.0,17.75,36149,Diesel,Manual,1st Owner,2019,1956,5
380,380,Kia Seltos GTX,16.95,20155,Petrol,Manual,1st Owner,2020,1353,5
381,381,MG Hector Sharp,16.75,51904,Petrol,Automatic,1st Owner,2019,1451,5
382,382,Volkswagen Polo GT,7.25,54000,Petrol,Automatic,1st Owner,2015,1197,5
383,383,Kia Seltos GTX,15.65,31727,Petrol,Manual,2nd Owner,2019,1353,5
384,384,Mahindra XUV500 AT,14.45,73986,Diesel,Automatic,1st Owner,2017,2179,7
385,385,Kia Sonet 1.5,14.25,7100,Diesel,Manual,1st Owner,2021,1493,5
386,386,Kia Sonet GTX,13.95,5397,Petrol,Manual,1st Owner,2021,998,5
387,387,BMW X3 xDrive,49.5,65000,Diesel,Automatic,1st Owner,2018,1995,5
388,388,Hyundai i20 1.4,7.0,90000,Diesel,Manual,1st Owner,2017,1396,5
389,389,Maruti Swift Dzire,4.75,80000,Petrol,Manual,2nd Owner,2013,1197,5
390,390,Volkswagen Polo GT,7.0,91000,Petrol,Automatic,2nd Owner,2015,1197,5
391,391,BMW 7 Series,23.75,69000,Diesel,Automatic,2nd Owner,2010,2993,5
392,392,Toyota Fortuner 4x2,17.5,89000,Diesel,Manual,2nd Owner,2014,2982,7
393,393,Hyundai Santa Fe,8.25,95254,Diesel,Manual,1st Owner,2013,2199,7
394,394,Hyundai Creta 1.6,10.5,51000,Petrol,Manual,1st Owner,2016,1591,5
395,395,Hyundai i10 Sportz,3.95,62000,Petrol,Automatic,2nd Owner,2014,1197,5
396,396,Tata Hexa XT,12.35,120000,Diesel,Manual,1st Owner,2017,2179,7
397,397,Tata Harrier XZA,25.75,2000,Diesel,Automatic,1st Owner,2022,1956,5
398,398,Volkswagen Polo Cup,6.85,46000,Petrol,Manual,1st Owner,2017,999,5
399,399,Maruti Ertiga SHVS,9.45,65000,Diesel,Manual,2nd Owner,2017,1248,7
400,400,Maruti Alto K10,4.25,22248,Petrol,Manual,1st Owner,2017,998,5
401,401,BMW 5 Series,43.0,40000,Diesel,Automatic,1st Owner,2018,1995,5
402,402,Honda City i,5.75,73000,Petrol,Manual,1st Owner,2013,1497,5
403,403,Volkswagen Polo GT,11.45,54000,Petrol,Automatic,1st Owner,2021,999,5
404,404,Honda Civic 1.8,2.6,90000,Petrol,Manual,2nd Owner,2006,1799,5
405,405,Jeep Compass Model,27.25,15000,Petrol,Automatic,1st Owner,2021,1368,5
406,406,Kia Seltos GTX,18.2,30000,Diesel,Automatic,1st Owner,2021,1493,5
407,407,Jaguar XF 2.2,27.95,26000,Diesel,Automatic,1st Owner,2016,2179,5
408,408,Mahindra Scorpio SLX,3.5,155000,Diesel,Manual,2nd Owner,2006,2609,7
409,409,Mercedes-Benz GLA Class,34.25,29366,Petrol,Automatic,1st Owner,2019,1991,5
410,410,Volkswagen Polo 1.2,6.75,28211,Petrol,Manual,1st Owner,2016,1198,5
411,411,Kia Seltos GTX,16.75,40000,Petrol,Automatic,1st Owner,2019,1353,5
412,412,BMW 5 Series,24.5,54000,Diesel,Automatic,1st Owner,2015,1995,5
413,413,Mahindra XUV500 W8,10.25,82000,Diesel,Manual,2nd Owner,2015,2179,7
414,414,Hyundai Verna 1.6,4.65,117000,Petrol,Manual,1st Owner,2011,1591,5
415,415,Mahindra Scorpio S10,11.25,111000,Diesel,Manual,2nd Owner,2015,2179,8
416,416,Maruti Swift Dzire,7.95,108000,Diesel,Automatic,1st Owner,2018,1248,5
417,417,Maruti Omni 8,3.3,4000,Petrol,Manual,1st Owner,2017,796,5
418,418,Toyota Innova 2.5,6.85,290000,Diesel,Manual,3rd Owner,2011,2494,7
419,419,Ford Endeavour 3.2,35.9,35000,Diesel,Automatic,1st Owner,2019,3198,7
420,420,MG Hector Sharp,17.95,13000,Petrol,Automatic,1st Owner,2020,1451,5
421,421,Ford Freestyle Titanium,4.9,60000,Petrol,Manual,1st Owner,2018,1194,5
422,422,Ford Ecosport 1.5,9.75,90000,Diesel,Manual,1st Owner,2018,1498,5
423,423,Mercedes-Benz GLA Class,33.75,16975,Diesel,Automatic,2nd Owner,2019,2143,5
424,424,Hyundai Grand i10,5.75,11000,Petrol,Manual,1st Owner,2018,1197,5
425,425,Skoda Rapid 1.5,9.85,59000,Diesel,Manual,1st Owner,2018,1498,5
426,426,Maruti Wagon R,2.25,46000,Lpg,Manual,2nd Owner,2008,1061,5
427,427,Maruti Alto LXi,1.35,80000,Petrol,Manual,3rd Owner,2004,796,5
428,428,Hyundai i20 Petrol,7.5,25000,Petrol,Manual,1st Owner,2019,1197,5
429,429,Hyundai i20 1.2,7.25,54801,Petrol,Manual,2nd Owner,2018,1197,5
430,430,Honda Accord V6,2.0,75000,Petrol,Automatic,2nd Owner,2005,2997,5
431,431,Maruti Vitara Brezza,8.65,130000,Diesel,Manual,1st Owner,2017,1248,5
432,432,Hyundai Accent Executive,3.1,71000,Petrol,Manual,2nd Owner,2013,1495,5
433,433,Honda CR-V AT,10.0,70000,Petrol,Automatic,1st Owner,2010,1198,5
434,434,Hyundai Venue SX,10.45,14115,Petrol,Manual,1st Owner,2019,998,5
435,435,Honda Amaze VX,7.5,30000,Petrol,Manual,2nd Owner,2019,1199,5
436,436,BMW X3 xDrive20d,39.95,63170,Diesel,Automatic,1st Owner,2017,1995,5
437,437,Toyota Corolla Executive,2.95,80000,Petrol,Manual,2nd Owner,2006,1794,5
438,438,Mercedes-Benz CLA 200,32.95,47253,Diesel,Automatic,1st Owner,2018,2143,5
439,439,Mahindra Xylo E4,2.95,56117,Diesel,Manual,1st Owner,2009,2498,7
440,440,Mercedes-Benz CLA 200,33.95,14324,Diesel,Automatic,1st Owner,2018,2143,5
441,441,Mercedes-Benz C-Class C,34.45,27600,Petrol,Automatic,1st Owner,2018,1991,5
442,442,Skoda Octavia 1.8,19.49,38391,Petrol,Automatic,1st Owner,2018,1798,5
443,443,Audi A4 35,32.45,49000,Diesel,Automatic,1st Owner,2018,1968,5
444,444,Ford Ecosport 1.5,7.75,45000,Diesel,Manual,1st Owner,2017,1498,5
445,445,Chevrolet Cruze LTZ,6.95,68000,Diesel,Automatic,2nd Owner,2014,1998,5
446,446,Maruti Baleno 1.3,8.25,67000,Diesel,Manual,1st Owner,2018,1248,5
447,447,Hyundai i20 1.2,7.75,80000,Petrol,Manual,1st Owner,2018,1197,5
448,448,Volkswagen Polo 1.2,6.75,62000,Petrol,Manual,1st Owner,2016,1199,5
449,449,Tata New Safari,2.5,50000,Diesel,Manual,2nd Owner,2009,2179,7
450,450,Mahindra XUV500 W8,6.95,100000,Diesel,Manual,3rd Owner,2012,2179,7
451,451,Honda City GXi,2.75,75000,Petrol,Manual,5th Owner,2006,1497,5
452,452,Mahindra XUV500 W6,6.5,120000,Diesel,Manual,2nd Owner,2014,2179,7
453,453,Mercedes-Benz B Class,17.45,37000,Diesel,Automatic,2nd Owner,2016,2143,5
454,454,Audi Q3 35,31.0,64000,Diesel,Automatic,1st Owner,2018,1968,5
455,455,Toyota Etios Cross,6.95,79000,Diesel,Manual,2nd Owner,2015,1364,5
456,456,Ford Fiesta 1.4,1.8,80000,Petrol,Manual,1st Owner,2007,1388,5
457,457,Maruti Celerio VXI,4.75,14000,Petrol,Manual,1st Owner,2014,998,5
458,458,Maruti Celerio ZXI,5.25,28217,Petrol,Automatic,2nd Owner,2018,998,5
459,459,Maruti Wagon R,1.4,90000,Petrol,Manual,2nd Owner,2003,998,5
460,460,Honda City 1.5,1.85,120000,Petrol,Manual,2nd Owner,2005,999,5
461,461,Volkswagen Vento 1.0,10.45,26000,Petrol,Manual,1st Owner,2021,2987,5
462,462,Mercedes-Benz GL-Class 350,30.0,100000,Diesel,Automatic,2nd Owner,2013,1086,7
463,463,Hyundai Santro Sportz,5.0,50000,Petrol,Manual,1st Owner,2019,1461,5
464,464,Renault Duster 85PS,8.75,70000,Diesel,Manual,1st Owner,2019,1198,5
465,465,Honda Amaze E,3.62,80000,Petrol,Manual,3rd Owner,2016,1196,5
466,466,Ford Figo Petrol,1.8,157000,Petrol,Manual,3rd Owner,2010,2184,5
467,467,Mahindra Thar LX,17.45,15550,Diesel,Manual,1st Owner,2021,1248,4
468,468,Maruti Ertiga SHVS,8.0,80000,Diesel,Manual,1st Owner,2017,2179,7
469,469,Mahindra XUV500 AT,13.95,59432,Diesel,Automatic,1st Owner,2017,1598,7
470,470,Skoda Rapid 1.6,10.45,53047,Petrol,Manual,1st Owner,2020,1598,5
471,471,Volkswagen Vento 1.6,7.75,46464,Petrol,Manual,1st Owner,2016,998,5
472,472,Maruti Zen Estilo,1.2,70000,Petrol,Manual,4th Owner,2007,1461,5
473,473,Renault Duster 85PS,10.75,23000,Diesel,Manual,2nd Owner,2019,2199,5
474,474,Kia Carnival Limousine,34.5,30000,Diesel,Automatic,1st Owner,2020,2143,7
475,475,Mercedes-Benz GLC 220d,48.75,22000,Diesel,Automatic,1st Owner,2018,2596,5
476,476,Force Gurkha Xplorer,9.2,35000,Diesel,Manual,2nd Owner,2018,1582,7
477,477,Hyundai Creta 1.6,10.5,80000,Diesel,Manual,1st Owner,2016,1799,5
478,478,Honda Civic 1.8,2.0,100000,Petrol,Automatic,4th Owner,2006,1173,5
479,479,Premier Rio Petrol,3.5,95000,Petrol,Manual,1st Owner,2014,2523,5
480,480,Mahindra Jeep CL,2.6,100000,Diesel,Manual,1st Owner,1995,1199,6
481,481,Chevrolet Beat LS,1.8,50000,Petrol,Manual,3rd Owner,2012,1197,5
482,482,Maruti Ritz VXI,5.25,64000,Petrol,Manual,1st Owner,2015,1496,5
483,483,Ford Ecosport 1.5,10.85,15509,Petrol,Automatic,2nd Owner,2020,1498,5
484,484,Ford Ecosport 1.5,9.65,43203,Diesel,Manual,2nd Owner,2018,1086,5
485,485,Hyundai i10 Era,2.66,80000,Petrol,Manual,1st Owner,2007,1493,5
486,486,Hyundai Creta SX,17.95,50000,Diesel,Manual,1st Owner,2020,998,5
487,487,Maruti Celerio ZXI,4.6,40000,Petrol,Automatic,2nd Owner,2017,1498,5
488,488,Skoda Rapid 1.5,9.95,111000,Diesel,Manual,1st Owner,2020,1298,5
489,489,Maruti Esteem Vxi,1.2,73000,Petrol,Manual,2nd Owner,2006,2982,5
490,490,Toyota Fortuner 4x2,16.75,220000,Diesel,Manual,2nd Owner,2014,1197,7
491,491,Hyundai Grand i10,5.35,11717,Petrol,Manual,2nd Owner,2017,2143,5
492,492,Mercedes-Benz GLE 250d,56.5,46000,Diesel,Automatic,2nd Owner,2019,1197,5
493,493,Hyundai Grand i10,6.48,15000,Petrol,Manual,1st Owner,2021,1248,5
494,494,Maruti Ertiga ZDI,5.95,110000,Diesel,Manual,2nd Owner,2013,2179,7
495,495,Mahindra XUV500 AT,14.25,66968,Diesel,Automatic,1st Owner,2016,1248,7
496,496,Maruti Swift Dzire,5.0,120000,Diesel,Manual,2nd Owner,2015,2523,5
497,497,Mahindra Bolero ZLX,7.35,70000,Diesel,Manual,1st Owner,2018,1197,7
498,498,Maruti Swift Dzire,7.55,47000,Petrol,Automatic,2nd Owner,2017,1298,5
499,499,Maruti Swift ZXI,2.5,110000,Petrol,Manual,4th Owner,2006,1199,5
500,500,Volkswagen Polo Diesel,4.95,81000,Diesel,Manual,2nd Owner,2012,1497,5
501,501,Honda City CVT,2.25,70000,Petrol,Automatic,3rd Owner,2005,1497,5
502,502,Hyundai Creta SX,15.95,12662,Petrol,Manual,1st Owner,2021,1591,5
503,503,Hyundai Creta 1.6,10.25,14000,Petrol,Manual,1st Owner,2018,1591,5
504,504,Hyundai Verna 1.6,5.75,56000,Petrol,Manual,2nd Owner,2014,1248,5
505,505,Maruti Vitara Brezza,9.96,54000,Diesel,Manual,1st Owner,2019,1197,5
506,506,Hyundai i20 Magna,7.75,63000,Petrol,Manual,1st Owner,2020,1797,5
507,507,Hyundai Elantra SX,5.2,40000,Petrol,Manual,2nd Owner,2013,1061,5
508,508,Maruti Zen Estilo,2.1,60000,Petrol,Manual,2nd Owner,2008,1498,5
509,509,Ford Ecosport 1.5,6.0,80000,Diesel,Manual,2nd Owner,2013,1248,5
510,510,Maruti Ertiga SHVS,6.5,120000,Diesel,Manual,1st Owner,2016,1462,7
511,511,Toyota Urban cruiser,5.85,15000,Petrol,Manual,2nd Owner,2022,1298,5
512,512,Maruti Swift Dzire,2.92,295000,Petrol,Manual,2nd Owner,2009,1248,5
513,513,Maruti Baleno 1.3,6.5,60000,Diesel,Manual,3rd Owner,2017,1498,5
514,514,Renault Scala RxZ,4.25,50000,Petrol,Automatic,1st Owner,2014,1198,5
515,515,Honda Brio VX,4.45,55000,Petrol,Manual,2nd Owner,2014,1499,5
516,516,Ford Ecosport 1.5,6.75,77000,Petrol,Automatic,2nd Owner,2014,1197,5
517,517,Hyundai i20 Sportz,5.33,33389,Petrol,Manual,1st Owner,2015,1396,5
518,518,Hyundai Verna 1.4,5.36,17526,Petrol,Manual,1st Owner,2014,1197,5
519,519,Hyundai Grand i10,5.64,15757,Petrol,Manual,1st Owner,2018,1197,5
520,520,Hyundai i10 Sportz,2.78,8183,Petrol,Manual,1st Owner,2012,1197,5
521,521,Maruti Baleno 1.2,5.83,32590,Petrol,Manual,1st Owner,2017,1497,5
522,522,Honda City i,6.99,45423,Petrol,Manual,2nd Owner,2016,1591,5
523,523,Hyundai Creta 1.6,9.0,52481,Petrol,Automatic,2nd Owner,2016,1197,5
524,524,Maruti Ignis 1.2,4.53,22915,Petrol,Manual,1st Owner,2017,1197,5
525,525,Maruti Swift Dzire,6.01,72123,Petrol,Manual,1st Owner,2017,1197,5
526,526,Hyundai i20 1.2,5.75,37965,Petrol,Manual,1st Owner,2017,1197,5
527,527,Hyundai Grand i10,5.3,27651,Petrol,Manual,1st Owner,2018,1199,5
528,528,Honda Jazz 1.2,4.95,92771,Petrol,Manual,1st Owner,2016,1591,5
529,529,Hyundai Verna VTVT,10.28,51956,Petrol,Manual,1st Owner,2018,1198,5
530,530,Mahindra KUV 100,3.99,34048,Petrol,Manual,1st Owner,2017,2993,5
531,531,BMW 7 Series,63.5,47000,Diesel,Automatic,1st Owner,2017,1968,5
532,532,Audi Q3 2.0,14.0,60000,Diesel,Automatic,3rd Owner,2014,1950,5
533,533,Mercedes-Benz GLC 220d,47.75,43000,Diesel,Automatic,1st Owner,2019,1591,5
534,534,Hyundai Creta 1.6,8.11,58596,Petrol,Manual,1st Owner,2017,2967,5
535,535,Audi Q7 45,48.5,70000,Diesel,Automatic,1st Owner,2017,1248,7
536,536,Maruti Ciaz ZDi,6.75,69000,Diesel,Manual,1st Owner,2016,1197,5
537,537,Hyundai i10 Magna,2.28,50152,Petrol,Manual,1st Owner,2011,1461,5
538,538,Renault Duster 85PS,5.14,62164,Diesel,Manual,1st Owner,2014,1591,5
539,539,Hyundai Creta 1.6,8.2,49929,Petrol,Manual,1st Owner,2017,1197,5
540,540,Maruti Ignis 1.2,4.91,60393,Petrol,Manual,1st Owner,2017,1598,5
541,541,Skoda Rapid 1.6,5.88,46281,Petrol,Automatic,1st Owner,2016,1199,5
542,542,Honda Jazz 1.2,5.53,53201,Petrol,Manual,1st Owner,2017,1798,5
543,543,Toyota Corolla Altis,7.1,80056,Petrol,Manual,1st Owner,2015,1197,5
544,544,Hyundai Grand i10,3.2,76175,Petrol,Manual,1st Owner,2013,1497,5
545,545,Honda City i,6.01,51493,Petrol,Manual,1st Owner,2015,1197,5
546,546,Maruti Swift Dzire,5.32,63141,Petrol,Manual,1st Owner,2015,1248,5
547,547,Maruti Baleno 1.3,6.51,37057,Diesel,Manual,2nd Owner,2017,1798,5
548,548,Toyota Corolla Altis,8.52,60865,Petrol,Manual,1st Owner,2015,2179,5
549,549,Mahindra XUV500 W7,11.1,45407,Diesel,Manual,2nd Owner,2018,2179,7
550,550,Mahindra XUV500 W5,11.83,52652,Diesel,Manual,1st Owner,2019,1497,7
551,551,Mahindra XUV300 W8,10.6,42923,Diesel,Manual,1st Owner,2019,1591,5
552,552,Hyundai Creta 1.6,9.2,56052,Petrol,Manual,1st Owner,2017,1396,5
553,553,Hyundai i20 Active,6.51,42923,Diesel,Manual,1st Owner,2017,1591,5
554,554,Hyundai Verna VTVT,8.44,32733,Petrol,Manual,2nd Owner,2018,1086,5
555,555,Hyundai Santro Xing,2.11,62207,Petrol,Manual,1st Owner,2013,1197,5
556,556,Hyundai i20 1.2,6.03,48352,Petrol,Manual,2nd Owner,2017,1199,5
557,557,Honda Jazz 1.2,6.0,57080,Petrol,Automatic,1st Owner,2016,1373,5
558,558,Maruti Ciaz ZXi,6.3,43168,Petrol,Manual,1st Owner,2016,1248,5
559,559,Maruti SX4 S,8.23,69517,Diesel,Manual,1st Owner,2017,1197,5
560,560,Maruti Baleno 1.2,6.18,54166,Petrol,Automatic,1st Owner,2016,1399,5
561,561,Ford Figo Diesel,2.85,67000,Diesel,Manual,1st Owner,2014,1197,5
562,562,Maruti Swift Dzire,4.25,21000,Petrol,Automatic,1st Owner,2012,998,5
563,563,Maruti Wagon R,3.9,67200,Cng,Manual,1st Owner,2014,1248,5
564,564,Maruti Ciaz ZDi,6.75,69000,Diesel,Manual,1st Owner,2016,998,5
565,565,Maruti Wagon R,4.25,46000,Petrol,Automatic,2nd Owner,2015,1991,5
566,566,Mercedes-Benz CLA 200,20.9,42000,Petrol,Automatic,1st Owner,2016,998,5
567,567,Maruti Wagon R,4.9,59000,Cng,Manual,1st Owner,2019,1968,5
568,568,Audi A6 35,24.11,50000,Diesel,Automatic,1st Owner,2015,2179,5
569,569,Mahindra XUV500 W8,4.9,115000,Diesel,Manual,1st Owner,2012,1799,7
570,570,Honda Civic 1.8,3.95,68000,Petrol,Automatic,1st Owner,2010,1995,5
571,571,BMW 3 Series,7.7,29000,Petrol,Automatic,2nd Owner,2012,1199,5
572,572,Honda Jazz V,5.75,68000,Petrol,Automatic,1st Owner,2016,1199,5
573,573,Honda Jazz 1.2,5.45,43000,Petrol,Manual,1st Owner,2016,1968,5
574,574,Audi Q3 35,30.0,23000,Diesel,Automatic,2nd Owner,2019,1495,5
575,575,Hyundai Accent Executive,1.85,68000,Petrol,Manual,1st Owner,2009,1197,5
576,576,Hyundai Grand i10,5.4,31000,Petrol,Automatic,1st Owner,2016,1497,5
577,577,Honda City 1.5,3.25,60000,Petrol,Manual,2nd Owner,2011,1498,5
578,578,Nissan Sunny XL,3.6,59000,Petrol,Manual,1st Owner,2013,1199,5
579,579,Chevrolet Beat LT,2.45,61000,Petrol,Manual,1st Owner,2014,1991,5
580,580,Mercedes-Benz E-Class E,15.0,52000,Petrol,Automatic,2nd Owner,2013,1197,5
581,581,Maruti Swift Dzire,5.85,41000,Petrol,Manual,1st Owner,2016,1197,5
582,582,Hyundai i20 Asta,4.95,40008,Petrol,Manual,1st Owner,2014,1591,5
583,583,Hyundai Creta 1.6,12.25,38170,Petrol,Manual,1st Owner,2019,1248,5
584,584,Maruti Ciaz ZDi,7.25,47000,Diesel,Manual,1st Owner,2016,1248,5
585,585,Maruti SX4 S,9.75,42332,Diesel,Manual,1st Owner,2018,1498,5
586,586,Nissan Sunny XE,2.85,34000,Petrol,Manual,1st Owner,2012,1197,5
587,587,Maruti Swift VVT,5.5,13000,Petrol,Manual,1st Owner,2017,1462,5
588,588,Maruti Ciaz Alpha,11.25,10000,Petrol,Automatic,1st Owner,2021,1197,5
589,589,Hyundai i20 1.2,3.99,37000,Petrol,Manual,1st Owner,2012,1591,5
590,590,Hyundai Creta 1.6,10.0,39000,Petrol,Automatic,2nd Owner,2017,1582,5
591,591,Hyundai Creta 1.6,9.95,129000,Diesel,Automatic,1st Owner,2016,1353,5
592,592,Kia Seltos GTX,19.21,20000,Petrol,Automatic,1st Owner,2021,1197,5
593,593,Maruti Swift VXI,3.99,39000,Petrol,Manual,1st Owner,2013,998,5
594,594,Maruti Wagon R,4.65,72000,Cng,Manual,1st Owner,2017,1582,5
595,595,Hyundai Creta 1.6,11.0,63000,Diesel,Automatic,1st Owner,2017,4461,5
596,596,Toyota Land Cruiser,91.0,90000,Diesel,Automatic,1st Owner,2015,1995,7
597,597,BMW 3 Series,25.5,66000,Diesel,Automatic,1st Owner,2016,1991,5
598,598,Mercedes-Benz CLA 200,19.5,27000,Petrol,Automatic,2nd Owner,2016,1591,5
599,599,Hyundai Verna 1.6,6.5,94000,Petrol,Automatic,1st Owner,2016,998,5
600,600,Hyundai Venue S,8.9,26000,Petrol,Manual,1st Owner,2019,998,5
